itemID,ctrlNo,itemName,description,qty,unit,brand,model,serialNo,capacity,itemCondition,accountable,IDNumber,acquiredDate,purchasePrice,notes,settingsID,itemCategory,itemSubCategory,processDate,qtyShortage,shortageValue,fundCluster,PARNo,aDepreciation,aLosses,adjustments,aCost,OAC,estUsefulLife,DepreciationRate,office,ICSNo,Supplier,itemType,Qualification
155,WCMHDMI00005,Cables,,1,unit,,,,,Good,,2014077,03/06/2024,0,excellent working condition,1,Machinery and Equipment,ICT Equipment,,,,,,,,,,,,,,,,,
156,WCMHDMI00006,Cables,,1,unit,,,,,Good,,2014077,04/06/2024,0,excellent working condition,1,Machinery and Equipment,ICT Equipment,,,,,,,,,,,,,,,,,
157,WCMHDMI00007,Cables,,1,unit,,,,,Good,,2014077,05/06/2024,0,excellent working condition,1,Machinery and Equipment,ICT Equipment,,,,,,,,,,,,,,,,,
158,WCMHDMI00008,Cables,,1,unit,,,,,Good,,2014077,06/06/2024,0,excellent working condition,1,Machinery and Equipment,ICT Equipment,,,,,,,,,,,,,,,,,
159,WCMHDMI00009,Cables,,1,unit,,,,,Good,,2014077,07/06/2024,0,excellent working condition,1,Machinery and Equipment,ICT Equipment,,,,,,,,,,,,,,,,,
160,WCMHDMI00010,Cables,,1,unit,,,,,Good,,2014077,08/06/2024,0,excellent working condition,1,Machinery and Equipment,ICT Equipment,,,,,,,,,,,,,,,,,
161,WCMHDMI00011,Cables,,1,unit,,,,,Good,,2014077,09/06/2024,0,excellent working condition,1,Machinery and Equipment,ICT Equipment,,,,,,,,,,,,,,,,,
162,Comlab Server system unit,System Unit,,1,unit,,,4150255,,Good,,2014077,10/06/2024,0,in good working condition,1,Machinery and Equipment,ICT Equipment,,,,,,,,,,,,,,,,,
163,S2110FUJIXEROX,Copier,,1,unit,Fuji Xerox,DocuCentre S2110,,,Good,,2014077,11/06/2024,0,Brand new,1,Machinery and Equipment,ICT Equipment,,,,,,,,,,,,,,,,,
164,WCMPRINT0001,Printer,,1,unit,HP,HP Deskjet 2336,,,Good,,2014077,12/06/2024,0,Good working condition,1,Machinery and Equipment,ICT Equipment,,,,,,,,,,,,,,,,,
165,WCMMON0001,Monitor,,1,unit,,,,,Good,,2014077,13/06/2024,0,"Defective monitor, black circular spot on the bottom screen",1,Machinery and Equipment,ICT Equipment,,,,,,,,,,,,,,,,,
166,WCMMON0002,Monitor,,1,unit,AOC,,,,Good,,2014077,14/06/2024,0,good working condition,1,Machinery and Equipment,ICT Equipment,,,,,,,,,,,,,,,,,
167,WCMKB00026,Peripherals,,1,unit,,A4TECH USB KEYBOARD,,,Good,,2014077,15/06/2024,0,Good working condition,1,Machinery and Equipment,ICT Equipment,,,,,,,,,,,,,,,,,
168,WCM-FEMO-001501,Smart TV,,1,unit,TCL,"TCL Smart LED 52""",,,Good,,2014077,16/06/2024,0,Working. Installed on Room304,1,Machinery and Equipment,ICT Equipment,,,,,,,,,,,,,,,,,
169,WCM-FEMO-001502,Smart TV,,1,unit,TCL,"TCL Smart LED 52""",,,Good,,2014077,17/06/2024,0,Working. Installed on Room305,1,Machinery and Equipment,ICT Equipment,,,,,,,,,,,,,,,,,
170,WCM-FEMO-001503,Smart TV,,1,unit,TCL,"TCL Smart LED 52""",,,Good,,2014077,18/06/2024,0,Working. Installed on Room306,1,Machinery and Equipment,ICT Equipment,,,,,,,,,,,,,,,,,
171,WCM-FEMO-001504,Smart TV,,1,unit,TCL,"TCL Smart LED 52"" TV",,,Good,,2014077,19/06/2024,0,Working. Installed on Room307,1,Machinery and Equipment,ICT Equipment,,,,,,,,,,,,,,,,,
172,TL-WN725N,Wi-Fi Dongle,,1,unit,TP-Link,wireless N,,,Good,,2014077,20/06/2024,0,In use for Sir Joy's laptop wireless connection,1,Machinery and Equipment,ICT Equipment,,,,,,,,,,,,,,,,,
173,WCMWLR00003,Wi-Fi Router,,1,unit,Linksys,WRT54G2 V1,CSV01H5S2318,,Good,,2014077,21/06/2024,0,Inactive,1,Machinery and Equipment,ICT Equipment,,,,,,,,,,,,,,,,,
174,WCMWLR00005,Ethernet Broadband Router,,1,unit,D-Link,DI-604,DY01878010091,,Good,,2014077,22/06/2024,0,Defective,1,Machinery and Equipment,ICT Equipment,,,,,,,,,,,,,,,,,
175,WCMWLR00010,Wi-Fi Router,,1,unit,FiberHome,,,,Good,,2014077,23/06/2024,0,Defective,1,Machinery and Equipment,ICT Equipment,,,,,,,,,,,,,,,,,
176,WCMWLR00011,Wi-Fi Router,,1,unit,ZTE,,,,Good,,2014077,24/06/2024,0,Defective,1,Machinery and Equipment,ICT Equipment,,,,,,,,,,,,,,,,,
177,WCMCPU0001,CPU/Processor,,1,unit,HP,,,,Good,,2014077,25/06/2024,0,"HP Slim Type CPU, OS:Win7",1,Machinery and Equipment,ICT Equipment,,,,,,,,,,,,,,,,,
178,WCMCPU0002,CPU/Processor,,1,unit,HP,,,,Good,,2014077,26/06/2024,0,HP slim type CPU donated by Ma'am Emelyn,1,Machinery and Equipment,ICT Equipment,,,,,,,,,,,,,,,,,
179,WCMHDMI00002,Cables,,1,unit,,,,,Good,,2014077,27/06/2024,0,with attachments,1,Machinery and Equipment,ICT Equipment,,,,,,,,,,,,,,,,,
180,WCMCBL00031,Cables,,1,unit,,,,,Good,,2014077,28/06/2024,0,In good condition,1,Machinery and Equipment,ICT Equipment,,,,,,,,,,,,,,,,,
181,WCMCBL00048,Cables,,1,unit,,,,,Good,,2014077,29/06/2024,0,In good condition,1,Machinery and Equipment,ICT Equipment,,,,,,,,,,,,,,,,,
182,WCMHDMI102,Cables,,1,unit,,,,,Good,,2014077,30/06/2024,0,,1,Machinery and Equipment,ICT Equipment,,,,,,,,,,,,,,,,,
183,WCMUSB CABLE/PRINTER,,,1,unit,,,,,Good,,2014077,01/07/2024,0,"tested,in good condition",1,Machinery and Equipment,ICT Equipment,,,,,,,,,,,,,,,,,
184,WCMCisco1941series,,,1,unit,,,Cisco1941Series,,Good,,2014077,02/07/2024,0,not tested,1,Machinery and Equipment,ICT Equipment,,,,,,,,,,,,,,,,,
185,WCMWLR00001,Wi-Fi Router,,1,unit,TP-Link,TL-WR840N,2.20E+12,,Good,,2014077,03/07/2024,0,Spare,1,Machinery and Equipment,ICT Equipment,,,,,,,,,,,,,,,,,
186,WCMWLR00002,Wi-Fi Router,,1,unit,TP-Link,TL-WR840N,,,Good,,2014077,04/07/2024,0,Spare,1,Machinery and Equipment,ICT Equipment,,,,,,,,,,,,,,,,,
187,WCMWLR00004,Wi-Fi Router,,1,unit,ZyXEL,VMG3926-B10B,S160Y20034191,,Good,,2014077,05/07/2024,0,MAC: 60319710EA80,1,Machinery and Equipment,ICT Equipment,,,,,,,,,,,,,,,,,
